,League,FirstName,LastName,Pos.,Type,From,To,G,GS,MIN,FGM,FGA,3FGM,3FGA,FTM,FTA,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,Unnamed: 28,GPG,GSPG,MINPG,FGMPG,FGAPG,3FGMPG,3FGAPG,FTMPG,FTAPG,OFFPG,DEFPG,REBPG,ASTPG,STLPG,BLKPG,TOPG,PFPG,PTSPG,G_college,GS_college,MINPG_college,FGMPG_college,FGAPG_college,3FGMPG_college,3FGAPG_college,FTMPG_college,FTAPG_college,OFFPG_college,DEFPG_college,REBPG_college,ASTPG_college,STLPG_college,BLKPG_college,TOPG_college,PFPG_college,PTSPG_college,yrs_college,first_yr_college,last_yr_college,last_college,notes_college,CC_college,FR_college,DNP_college,FGM36_college,FGA36_college,3FGM36_college,3FGA36_college,FTM36_college,FTA36_college,OFF36_college,DEF36_college,REB36_college,AST36_college,STL36_college,BLK36_college,TO36_college,PF36_college,PTS36_college,yrs_since_college,rand,train_ind
3293,NBA,Rodney,Rogers,F,Regular Season,1993,(2004-05),866.0,347,21873,3608.0,7994.0,690,1986,1562.0,2264,1275,2606,3881,1722,868,451,1631,2678,9468.0,-99.0,0,0,25.257505773672055,4.166281755196305,9.23094688221709,0.7967667436489607,2.2933025404157044,1.8036951501154734,2.6143187066974596,1.4722863741339491,3.0092378752886835,4.481524249422633,1.9884526558891455,1.002309468822171,0.5207852193995381,1.8833718244803694,3.092378752886836,10.933025404157044,89,86,31.696629213483146,7.674157303370786,13.247191011235955,0.5955056179775281,1.7078651685393258,3.3820224719101124,4.876404494382022,2.9887640449438204,4.932584269662922,7.921348314606742,2.191011235955056,1.6404494382022472,0.8314606741573034,2.7752808988764044,2.797752808988764,19.325842696629213,3,1991,1993,Wake Forest University,nan,0,0,0,8.716058135412975,15.045728465083304,0.6763559021623538,1.9397376816731655,3.841191066997519,5.538461538461538,3.3945409429280398,5.602268699042893,8.996809641970932,2.488479262672811,1.8631690889755406,0.9443459766040412,3.1520737327188937,3.1775965969514357,21.94966323998582,1993,0.4524253941874329,train
3294,NBA,Roy,Rogers,F,Regular Season,1996,(1999-00),137.0,50,2309,288.0,596.0,1,2,75.0,141,180,303,483,57,26,209,101,268,652.0,-99.0,0,0,16.854014598540147,2.102189781021898,4.350364963503649,0.0072992700729927005,0.014598540145985401,0.5474452554744526,1.0291970802919708,1.313868613138686,2.2116788321167884,3.5255474452554743,0.41605839416058393,0.1897810218978102,1.5255474452554745,0.7372262773722628,1.9562043795620438,4.759124087591241,102,-99,20.41176470588235,2.7058823529411766,5.235294117647059,0,0.0196078431372549,0.9803921568627451,1.607843137254902,-99,-99,5.03921568627451,0.5294117647058824,0.4019607843137255,2.607843137254902,1.2254901960784315,1.7254901960784315,6.392156862745098,5,1992,1996,University of Alabama,redshirted,0,0,1,4.772334293948128,9.23342939481268,0.0,0.0345821325648415,1.729106628242075,2.835734870317003,-99.0,-99.0,8.887608069164266,0.9337175792507205,0.7089337175792507,4.599423631123919,2.161383285302594,3.043227665706052,11.27377521613833,1996,0.016824982011974576,train
3295,NBA,Al,Roges,G-F,Regular Season,1951,(1954-55),84.0,0,2138,243.0,675.0,0,0,145.0,203,0,0,237,179,0,0,0,197,631.0,-99.0,0,0,25.452380952380953,2.892857142857143,8.035714285714286,0,0,1.7261904761904763,2.4166666666666665,0,0,2.8214285714285716,2.130952380952381,0,0,0,2.3452380952380953,7.511904761904762,-99,-99,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1951,1951,Long Island University,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1951,0.09887796224142698,train
3296,NBA,Ken,Rohloff,G,Regular Season,1963,(1963-64),2.0,0,7,0.0,1.0,0,0,0.0,0,0,0,0,1,0,0,0,4,0.0,-99.0,0,0,3.5,0.0,0.5,0,0,0.0,0.0,0,0,0,0.5,0,0,0,2.0,0.0,56,-99,-99,4.982142857142857,10.571428571428571,0,0,2.4107142857142856,3.4285714285714284,-99,-99,3.017857142857143,-99,-99,-99,-99,2.4285714285714284,12.375,3,1961,1963,North Carolina State University,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1963,9.408477346306565e-05,train
3297,NBA,Kenny,Rollins,G,Regular Season,1948,(1952-53),168.0,0,426,326.0,1056.0,0,0,165.0,220,0,0,45,344,0,0,0,342,817.0,-99.0,0,0,2.5357142857142856,1.9404761904761905,6.285714285714286,0,0,0.9821428571428571,1.3095238095238095,0,0,0.26785714285714285,2.0476190476190474,0,0,0,2.0357142857142856,4.863095238095238,98,-99,-99,2.5510204081632653,-99,0,0,1.8775510204081634,-99,-99,-99,-99,-99,-99,-99,-99,-99,6.979591836734694,7,1942,1948,University of Kentucky,nan,0,1,3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1948,0.1777288484495364,train
3300,NBA,Lorenzo,Romar,G,Regular Season,1980,(1984-85),291.0,84,5188,720.0,1553.0,19,90,272.0,363,66,319,385,1022,244,29,350,393,1731.0,-99.0,0,0,17.828178694158076,2.4742268041237114,5.3367697594501715,0.06529209621993128,0.30927835051546393,0.9347079037800687,1.2474226804123711,0.2268041237113402,1.0962199312714778,1.3230240549828178,3.5120274914089347,0.8384879725085911,0.09965635738831616,1.2027491408934707,1.3505154639175259,5.948453608247423,55,-99,23.418181818181818,3.1454545454545455,6.345454545454546,0,0,1.3818181818181818,1.8545454545454545,-99,-99,1.6363636363636365,-99,-99,-99,-99,-99,7.672727272727273,4,1977,1980,University of Washington,nan,2,0,0,4.8354037267080745,9.754658385093167,0.0,0.0,2.124223602484472,2.8509316770186333,-99.0,-99.0,2.515527950310559,-99.0,-99.0,-99.0,-99.0,-99.0,11.79503105590062,1980,0.18878362285241967,train
3301,NBA,Rajon,Rondo,G,Regular Season,2006,(2021-22),957.0,733,28570,3886.0,8516.0,449,1384,1116.0,1826,910,3439,4349,7584,1518,125,2585,1997,9337.0,-99.0,0,0,29.853709508881924,4.0606060606060606,8.89864158829676,0.46917450365726227,1.446185997910136,1.1661442006269593,1.9080459770114941,0.9508881922675027,3.593521421107628,4.544409613375131,7.924764890282131,1.5862068965517242,0.13061650992685475,2.7011494252873565,2.0867293625914316,9.756530825496343,68,62,28.058823529411764,3.661764705882353,7.426470588235294,0.4117647058823529,1.4558823529411764,1.8823529411764706,3.264705882352941,0.8382352941176471,3.661764705882353,4.5,4.1911764705882355,2.2941176470588234,0.19117647058823528,2.176470588235294,1.9558823529411764,9.617647058823529,2,2005,2006,University of Kentucky,nan,0,0,0,4.69811320754717,9.528301886792454,0.5283018867924528,1.8679245283018866,2.415094339622642,4.188679245283019,1.0754716981132075,4.69811320754717,5.773584905660377,5.3773584905660385,2.943396226415094,0.24528301886792453,2.792452830188679,2.5094339622641506,12.339622641509433,2006,0.014802291561131664,train
3303,NBA,Derrick,Rose,G,Regular Season,2008,(2022-23),699.0,511,21655,4845.0,10633.0,575,1825,2117.0,2548,546,1733,2279,3692,528,240,1715,866,12382.0,-99.0,0,0,30.97997138769671,6.931330472103005,15.21173104434907,0.8226037195994278,2.6108726752503575,3.028612303290415,3.6452074391988556,0.7811158798283262,2.479256080114449,3.260371959942775,5.281831187410587,0.7553648068669528,0.34334763948497854,2.4535050071530757,1.2389127324749643,17.71387696709585,40,39,29.2,5.2,10.9,0.875,2.6,3.65,5.125,1.35,3.175,4.525,4.725,1.2,0.375,2.675,1.7,14.925,1,2008,2008,University of Memphis,nan,0,0,0,6.41095890410959,13.438356164383563,1.0787671232876712,3.205479452054795,4.5,6.318493150684931,1.6643835616438358,3.9143835616438354,5.578767123287672,5.825342465753424,1.4794520547945205,0.4623287671232877,3.2979452054794516,2.095890410958904,18.40068493150685,2008,0.5125555526151283,train
3305,NBA,Malik,Rose,F,Regular Season,1996,(2008-09),813.0,85,13404,1792.0,4104.0,14,79,1405.0,1892,1166,2205,3371,684,487,293,1059,1896,5003.0,-99.0,0,0,16.487084870848708,2.204182041820418,5.047970479704797,0.017220172201722016,0.0971709717097171,1.7281672816728166,2.3271832718327183,1.4341943419434193,2.7121771217712176,4.146371463714637,0.8413284132841329,0.5990159901599016,0.36039360393603936,1.3025830258302582,2.3321033210332103,6.153751537515375,120,-99,30.425,6.108333333333333,11.125,0.058333333333333334,0.2,4.591666666666667,7.166666666666667,-99,-99,12.616666666666667,0.9916666666666667,0.7666666666666667,1.0083333333333333,2.8333333333333335,3.3333333333333335,16.866666666666667,4,1993,1996,Drexel University,nan,0,0,0,7.227608874281018,13.163516844700082,0.06902218570254724,0.23664749383730488,5.433032046014791,8.47986852917009,-99.0,-99.0,14.928512736236648,1.1733771569433031,0.9071487263763353,1.1930977814297452,3.352506162695152,3.944124897288414,19.957271980279376,1996,0.18455299724223795,train
3307,NBA,Petey,Rosenberg,G,Regular Season,1938,(1946-47),51.0,0,0,60.0,287.0,0,0,30.0,49,0,0,0,27,0,0,0,64,150.0,-99.0,0,0,0,1.1764705882352942,5.627450980392157,0,0,0.5882352941176471,0.9607843137254902,0,0,0,0.5294117647058824,0,0,0,1.2549019607843137,2.9411764705882355,-99,-99,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1938,1938,St. Joseph's University,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1938,0.1314677088631655,train
3308,NBA,Lennie,Rosenbluth,F,Regular Season,1957,(1958-59),82.0,0,578,134.0,410.0,0,0,74.0,113,0,0,145,29,0,0,0,59,342.0,-99.0,0,0,7.048780487804878,1.6341463414634145,5.0,0,0,0.9024390243902439,1.3780487804878048,0,0,1.7682926829268293,0.35365853658536583,0,0,0,0.7195121951219512,4.170731707317073,76,-99,-99,9.486842105263158,20.67105263157895,0,0,7.934210526315789,10.723684210526315,-99,-99,10.394736842105264,-99,-99,-99,-99,2.763157894736842,26.907894736842106,4,1954,1957,University of North Carolina,nan,0,1,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1957,0.42201343601619556,train
3309,NBA,Dick,Rosenthal,F-G,Regular Season,1954,(1956-57),85.0,0,1594,218.0,602.0,0,0,139.0,198,0,0,352,170,0,0,0,201,575.0,-99.0,0,0,18.75294117647059,2.5647058823529414,7.08235294117647,0,0,1.6352941176470588,2.3294117647058825,0,0,4.141176470588236,2.0,0,0,0,2.364705882352941,6.764705882352941,75,-99,-99,6.093333333333334,18.773333333333333,0,0,4.173333333333333,6.04,-99,-99,-99,-99,-99,-99,-99,3.453333333333333,16.36,4,1951,1954,University of Notre Dame,nan,0,1,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1954,0.14533132890971945,train
3310,NBA,Quinton,Ross,G,Regular Season,2003,(2010-11),458.0,169,8458,764.0,1824.0,49,154,286.0,402,267,680,947,431,263,129,217,854,1863.0,-99.0,0,0,18.467248908296945,1.668122270742358,3.982532751091703,0.10698689956331878,0.33624454148471616,0.6244541484716157,0.8777292576419214,0.5829694323144105,1.48471615720524,2.067685589519651,0.9410480349344978,0.574235807860262,0.2816593886462882,0.4737991266375546,1.8646288209606987,4.067685589519651,119,92,30.3781512605042,4.831932773109243,10.840336134453782,1.4285714285714286,4.310924369747899,3.722689075630252,4.92436974789916,2.2016806722689077,3.26890756302521,5.470588235294118,1.865546218487395,1.2857142857142858,0.680672268907563,1.8991596638655461,1.9747899159663866,14.815126050420169,4,2000,2003,Southern Methodist University,nan,0,0,0,5.7261410788381735,12.846473029045644,1.6929460580912865,5.108713692946058,4.411618257261411,5.835684647302905,2.6091286307053942,3.873858921161826,6.48298755186722,2.2107883817427387,1.5236514522821578,0.8066390041493776,2.250622406639004,2.340248962655602,17.556846473029047,2003,0.21776210340167723,train
3311,NBA,Terrence,Ross,G,Regular Season,2012,(2022-23),733.0,187,17956,2940.0,7032.0,1329,3673,838.0,1001,256,1806,2062,936,587,231,700,1230,8047.0,-99.0,0,0,24.496589358799454,4.0109140518417465,9.593451568894952,1.8130968622100956,5.0109140518417465,1.1432469304229196,1.3656207366984994,0.34924965893587995,2.4638472032742156,2.8130968622100956,1.276944065484311,0.800818553888131,0.3151432469304229,0.9549795361527967,1.6780354706684857,10.978171896316507,69,39,24.36231884057971,4.594202898550725,10.144927536231885,1.681159420289855,4.6231884057971016,1.4057971014492754,1.8405797101449275,1.1159420289855073,3.536231884057971,4.6521739130434785,1.1884057971014492,0.9130434782608695,0.6521739130434783,1.3623188405797102,2.4347826086956523,12.27536231884058,2,2011,2012,University of Washington,nan,0,0,0,6.788816180844735,14.991076740035695,2.4842355740630575,6.831647828673409,2.07733491969066,2.719809637120761,1.6490184414039262,5.225461035098156,6.874479476502082,1.7560975609756095,1.3491969066032121,0.9637120761451516,2.01308744794765,3.5978584176085664,18.139202855443187,2012,0.5991049447201787,train
3315,NBA,Mickey,Rottner,G,Regular Season,1942,(1947-48),100.0,0,0,243.0,839.0,0,0,54.0,113,0,0,0,139,0,0,0,158,540.0,-99.0,0,0,0,2.43,8.39,0,0,0.54,1.13,0,0,0,1.39,0,0,0,1.58,5.4,-99,-99,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,1940,1942,Loyola University of Chicago,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1942,0.20115107834521495,train
3318,NBA,Ron,Rowan,G,Regular Season,1986,(1986-87),7.0,0,16,4.0,9.0,1,1,3.0,4,1,0,1,1,4,0,3,1,12.0,-99.0,0,0,2.2857142857142856,0.5714285714285714,1.2857142857142858,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.14285714285714285,0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0,0.42857142857142855,0.14285714285714285,1.7142857142857142,100,-99,21.67,3.18,6.33,0,0,1.49,1.83,-99,-99,1.91,1.95,0.68,0.06,-99,1.58,7.85,5,1982,1986,St. John's University,transfer student,0,0,1,5.282879556991232,10.515920627595754,0.0,0.0,2.4753114905399167,3.0401476695892935,-99.0,-99.0,3.173050299953853,3.2395016151361324,1.1296723580987542,0.09967697277341947,-99.0,2.624826949700046,13.041070604522378,1986,0.295543503756555,train
3319,NBA,Curtis,Rowe,F,Regular Season,1971,(1978-79),590.0,-99,18277,2821.0,5847.0,0,0,1231.0,1756,913,1892,4264,932,199,193,164,1352,6873.0,-99.0,0,0,30.977966101694914,4.78135593220339,9.910169491525425,0,0,2.0864406779661016,2.976271186440678,1.547457627118644,3.2067796610169492,7.227118644067796,1.5796610169491525,0.33728813559322035,0.3271186440677966,0.27796610169491526,2.2915254237288134,11.649152542372882,90,-99,-99,5.766666666666667,10.955555555555556,0,0,3.7,5.722222222222222,-99,-99,8.844444444444445,-99,-99,-99,-99,1.6333333333333333,15.233333333333333,4,1968,1971,"University of California, Los Angeles",nan,0,1,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1971,0.11166684497396506,train
3320,NBA,Jim,Rowinski,F-C,Regular Season,1984,(1989-90),23.0,0,127,15.0,36.0,0,0,27.0,32,18,16,34,5,1,2,10,19,57.0,-99.0,0,0,5.521739130434782,0.6521739130434783,1.565217391304348,0,0,1.173913043478261,1.391304347826087,0.782608695652174,0.6956521739130435,1.4782608695652173,0.21739130434782608,0.043478260869565216,0.08695652173913043,0.43478260869565216,0.8260869565217391,2.4782608695652173,65,36,21.615384615384617,3.1076923076923078,6.046153846153846,0,0,2.123076923076923,3.1538461538461537,-99,-99,4.3538461538461535,0.5538461538461539,0.3384615384615385,0.015384615384615385,-99,1.6153846153846154,8.338461538461539,4,1981,1984,Purdue University,nan,0,0,0,5.175800711743772,10.069750889679714,0.0,0.0,3.5359430604982207,5.252669039145907,-99.0,-99.0,7.251245551601422,0.9224199288256227,0.5637010676156584,0.02562277580071174,-99.0,2.690391459074733,13.887544483985765,1984,0.07530218142710754,train
3321,NBA,Derrick,Rowland,G,Regular Season,1981,(1985-86),2.0,0,9,1.0,3.0,0,0,1.0,2,0,1,1,1,0,0,0,1,3.0,-99.0,0,0,4.5,0.5,1.5,0,0,0.5,1.0,0,0.5,0.5,0.5,0,0,0,0.5,1.5,110,-99,-99,7.136363636363637,11.690909090909091,0,0,2.518181818181818,3.8636363636363638,-99,-99,7.581818181818182,-99,-99,-99,-99,-99,16.79090909090909,4,1978,1981,State University of New York at Potsdam,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1981,0.544082652838825,train
3324,NBA,Donald,Royal,F,Regular Season,1987,(1997-98),504.0,88,8442,964.0,2036.0,0,14,1233.0,1602,554,877,1431,500,247,99,543,868,3161.0,-99.0,0,0,16.75,1.9126984126984128,4.0396825396825395,0,0.027777777777777776,2.4464285714285716,3.1785714285714284,1.0992063492063493,1.7400793650793651,2.8392857142857144,0.9920634920634921,0.49007936507936506,0.19642857142857142,1.0773809523809523,1.7222222222222223,6.271825396825397,117,91,26.136752136752136,2.8461538461538463,5.085470085470085,0,-99,3.8376068376068377,4.923076923076923,-99,-99,4.871794871794871,0.6410256410256411,0.7606837606837606,0.24786324786324787,-99,2.393162393162393,9.52991452991453,4,1984,1987,University of Notre Dame,nan,0,0,0,3.920209287115762,7.004578155657292,0.0,-99.0,5.2858077174623945,6.780902550686723,-99.0,-99.0,6.71026814911707,0.8829300196206672,1.0477436232831916,0.341399607586658,-99.0,3.2962720732504907,13.126226291693918,1987,0.18212104901237858,train
3325,NBA,Bob,Royer,G,Regular Season,1949,(1949-50),42.0,0,0,78.0,231.0,0,0,41.0,58,0,0,0,85,0,0,0,72,197.0,-99.0,0,0,0,1.8571428571428572,5.5,0,0,0.9761904761904762,1.380952380952381,0,0,0,2.0238095238095237,0,0,0,1.7142857142857142,4.690476190476191,-99,-99,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,1946,1949,Indiana State University,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1949,0.04759326244149109,train
3326,NBA,Clifford,Rozier,C-F,Regular Season,1994,(1997-98),173.0,64,2984,350.0,705.0,2,11,125.0,269,376,521,897,98,78,113,162,435,827.0,-99.0,0,0,17.248554913294797,2.023121387283237,4.07514450867052,0.011560693641618497,0.06358381502890173,0.7225433526011561,1.5549132947976878,2.1734104046242773,3.0115606936416186,5.184971098265896,0.5664739884393064,0.4508670520231214,0.653179190751445,0.9364161849710982,2.514450867052023,4.780346820809249,99,65,24.01010101010101,5.08080808080808,8.868686868686869,0,0.030303030303030304,2.676767676767677,4.808080808080808,-99,-99,8.242424242424242,1.3434343434343434,0.7878787878787878,1.3535353535353536,2.3434343434343434,2.191919191919192,12.83838383838384,4,1991,1994,University of Louisville,transfer student,0,0,1,7.618005889777029,13.297433740008413,0.0,0.04543542280185107,4.013462347496845,7.2090870845603705,-99.0,-99.0,12.35843500210349,2.0143037442153977,1.1813209928481276,2.029448885149348,3.513672696676483,3.2864955826672277,19.249474127050906,1994,0.027483885127022822,train
3327,NBA,Terry,Rozier,G,Regular Season,2015,(2022-23),540.0,298,14659,2673.0,6413.0,1116,3037,906.0,1106,363,1762,2125,1828,514,129,713,799,7368.0,-99.0,0,0,27.146296296296295,4.95,11.875925925925927,2.066666666666667,5.624074074074074,1.6777777777777778,2.0481481481481483,0.6722222222222223,3.262962962962963,3.935185185185185,3.3851851851851853,0.9518518518518518,0.2388888888888889,1.3203703703703704,1.4796296296296296,13.644444444444444,73,45,26.835616438356166,4.205479452054795,10.315068493150685,1.1506849315068493,3.4794520547945207,2.410958904109589,3.1232876712328768,0.9726027397260274,3.328767123287671,4.301369863013699,2.3972602739726026,1.5068493150684932,0.1095890410958904,1.3835616438356164,1.5890410958904109,11.972602739726028,2,2014,2015,University of Louisville,nan,0,0,0,5.641653905053599,13.837672281776415,1.5436447166921898,4.667687595712097,3.2343032159264924,4.189892802450229,1.3047473200612556,4.465543644716692,5.770290964777948,3.2159264931087286,2.021439509954058,0.1470137825421133,1.8560490045941807,2.1316998468606427,16.06125574272588,2015,0.15348186752041204,train
3328,NBA,Guy,Rucker,F-C,Regular Season,1999,(2002-03),3.0,0,4,0.0,0.0,0,0,0.0,0,0,1,1,1,0,0,0,1,0.0,-99.0,0,0,1.3333333333333333,0.0,0.0,0,0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0.0,92,-99,-99,3.402173913043478,6.815217391304348,0,0.010869565217391304,1.2391304347826086,1.923913043478261,-99,-99,4.304347826086956,0.5652173913043478,-99,-99,-99,-99,8.043478260869565,3,1997,1999,University of Iowa,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1999,0.21384877342211883,train
3329,NBA,Delaney,Rudd,G,Regular Season,1985,(1992-93),239.0,3,2357,317.0,768.0,45,175,137.0,180,45,139,184,519,74,4,250,244,816.0,-99.0,0,0,9.861924686192468,1.3263598326359833,3.213389121338912,0.18828451882845187,0.7322175732217573,0.5732217573221757,0.7531380753138075,0.18828451882845187,0.5815899581589958,0.7698744769874477,2.1715481171548117,0.30962343096234307,0.016736401673640166,1.0460251046025104,1.0209205020920502,3.414225941422594,114,93,27.763157894736842,4.921052631578948,9.947368421052632,0.11403508771929824,0.2543859649122807,1.7017543859649122,2.1140350877192984,-99,-99,1.719298245614035,2.482456140350877,0.8157894736842105,0.043859649122807015,1.5964912280701755,2.3157894736842106,11.657894736842104,4,1982,1985,Wake Forest University,nan,0,0,0,6.381042654028437,12.898578199052132,0.14786729857819902,0.32985781990521323,2.206635071090047,2.7412322274881515,-99.0,-99.0,2.229383886255924,3.218957345971564,1.05781990521327,0.05687203791469194,2.070142180094787,3.0028436018957345,15.116587677725116,1985,0.5872803025891276,train
3330,NBA,John,Rudd,F,Regular Season,1978,(1978-79),58.0,-99,723,59.0,133.0,0,0,66.0,93,69,98,167,35,17,8,59,95,184.0,-99.0,0,0,12.46551724137931,1.0172413793103448,2.293103448275862,0,0,1.1379310344827587,1.603448275862069,1.1896551724137931,1.6896551724137931,2.8793103448275863,0.603448275862069,0.29310344827586204,0.13793103448275862,1.0172413793103448,1.6379310344827587,3.1724137931034484,102,-99,-99,4.6568627450980395,10.450980392156863,0,0,3.0588235294117645,4.352941176470588,-99,-99,11.57843137254902,-99,-99,-99,-99,3.019607843137255,12.27450980392157,4,1975,1978,McNeese State University,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1978,0.39879893739315686,train
3332,NBA,Michael,Ruffin,F,Regular Season,1999,(2008-09),414.0,58,5966,258.0,634.0,0,3,200.0,436,729,903,1632,250,199,193,273,942,716.0,-99.0,0,0,14.41062801932367,0.6231884057971014,1.5314009661835748,0,0.007246376811594203,0.4830917874396135,1.0531400966183575,1.7608695652173914,2.181159420289855,3.9420289855072466,0.6038647342995169,0.4806763285024155,0.46618357487922707,0.6594202898550725,2.2753623188405796,1.7294685990338163,128,115,29.2734375,3.140625,5.9296875,0,0.0625,3.1640625,5.265625,3.3359375,6.125,9.4609375,1.171875,1.1953125,2.078125,2.53125,2.7734375,9.4453125,4,1996,1999,University of Tulsa,nan,0,0,0,3.8622898318654926,7.292233787029624,0.0,0.07686148919135308,3.89111289031225,6.475580464371497,4.10248198558847,7.532425940752602,11.634907926341073,1.4411529223378703,1.4699759807846278,2.5556445156124896,3.1128903122498,3.4107285828662928,11.615692554043235,1999,0.49463773594313,train
3333,NBA,Trevor,Ruffin,G,Regular Season,1994,(1995-96),110.0,24,1870,347.0,845.0,142,383,175.0,220,29,126,155,317,57,4,196,184,1011.0,-99.0,0,0,17,3.1545454545454548,7.681818181818182,1.290909090909091,3.481818181818182,1.5909090909090908,2.0,0.2636363636363636,1.1454545454545455,1.4090909090909092,2.881818181818182,0.5181818181818182,0.03636363636363636,1.7818181818181817,1.6727272727272726,9.190909090909091,57,-99,-99,6.087719298245614,14.403508771929825,2.1403508771929824,5.842105263157895,2.6491228070175437,3.6491228070175437,-99,-99,2.8947368421052633,2.543859649122807,1.1228070175438596,0.05263157894736842,2.0350877192982457,2.456140350877193,16.964912280701753,2,1993,1994,University of Hawaii,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1994,0.22547033970008756,train
3334,NBA,Paul,Ruffner,C-F,Regular Season,1970,(1974-75),52.0,-99,214,48.0,109.0,0,0,13.0,26,16,17,49,9,4,4,0,42,109.0,-99.0,0,0,4.115384615384615,0.9230769230769231,2.0961538461538463,0,0,0.25,0.5,0.3076923076923077,0.3269230769230769,0.9423076923076923,0.17307692307692307,0.07692307692307693,0.07692307692307693,0,0.8076923076923077,2.0961538461538463,54,-99,-99,6.333333333333333,13.24074074074074,0,0,3.6481481481481484,5.351851851851852,-99,-99,9.666666666666666,-99,-99,-99,-99,3.8518518518518516,16.314814814814813,4,1967,1970,Brigham Young University,nan,2,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1970,0.4771081314165748,train
3335,NBA,Joe,Ruklick,F-C,Regular Season,1959,(1961-62),114.0,0,909,176.0,481.0,0,0,46.0,75,0,0,286,48,0,0,0,164,398.0,-99.0,0,0,7.973684210526316,1.543859649122807,4.219298245614035,0,0,0.40350877192982454,0.6578947368421053,0,0,2.508771929824561,0.42105263157894735,0,0,0,1.4385964912280702,3.491228070175439,66,-99,-99,7.348484848484849,16.727272727272727,0,0,5.2272727272727275,7.333333333333333,-99,-99,13.151515151515152,-99,-99,-99,-99,3.5454545454545454,19.924242424242426,4,1956,1959,Northwestern University,nan,0,1,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1959,0.48241967733528257,train
3336,NBA,Jeff,Ruland,C-F,Regular Season,1980,(1992-93),332.0,189,11088,2105.0,3734.0,3,19,1550.0,2159,1082,2296,3378,1002,249,267,1212,1218,5763.0,-99.0,0,0,33.397590361445786,6.340361445783133,11.24698795180723,0.009036144578313253,0.0572289156626506,4.668674698795181,6.503012048192771,3.2590361445783134,6.9156626506024095,10.174698795180722,3.0180722891566263,0.75,0.8042168674698795,3.6506024096385543,3.6686746987951806,17.35843373493976,89,-99,-99,8.0561797752809,12.696629213483146,0,0,4.730337078651686,6.955056179775281,-99,-99,11.98876404494382,-99,-99,-99,-99,-99,20.84269662921348,3,1978,1980,Iona College,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1980,0.03891334721786699,train
