,League,FirstName,LastName,Pos.,Type,From,To,G,GS,MIN,FGM,FGA,3FGM,3FGA,FTM,FTA,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,Unnamed: 28,G.1,GS.1,MIN.1,FGM.1,FGA.1,3FGM.1,3FGA.1,FTM.1,FTA.1,OFF.1,DEF.1,REB.1,AST.1,STL.1,BLK.1,TO.1,PF.1,PTS.1
64,NBA,Joe,Alexander,F,Regular Season,(2008-09),(2009-10),67.0,0,745,103.0,251.0,16,47,60.0,86,46,74,120,44,16,30,52,116,282.0,,---,---,11.119402985074627,1.537313432835821,3.746268656716418,0.23880597014925373,0.7014925373134329,0.8955223880597015,1.2835820895522387,0.6865671641791045,1.1044776119402986,1.791044776119403,0.6567164179104478,0.23880597014925373,0.44776119402985076,0.7761194029850746,1.7313432835820894,4.208955223880597
65,NBA,Kyle,Alexander,F,Regular Season,(2019-20),(2019-20),2.0,0,13,1.0,2.0,0,0,0.0,0,2,1,3,0,0,0,1,1,2.0,,---,---,6.5,0.5,1.0,0,0,0.0,0,1,0.5,1.5,0,0,0,0.5,0.5,1.0
66,NBL,Merle,Alexander,F-C,Regular Season,(1938-39),(1938-39),2.0,---,---,0.0,,---,---,0.0,---,---,---,---,---,---,---,---,---,0.0,,---,---,---,0.0,0.0,---,---,0.0,---,---,---,---,---,---,---,---,---,0.0
67,NBA,Ty-Shon,Alexander,G,Regular Season,(2020-21),(2020-21),15.0,0,47,3.0,12.0,2,9,1.0,2,2,8,10,6,0,1,3,2,9.0,,---,---,3.1333333333333333,0.2,0.8,0.13333333333333333,0.6,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.6666666666666666,0.4,0,0.06666666666666667,0.2,0.13333333333333333,0.6
68,NBA,Victor,Alexander,C-F,Regular Season,(1991-92),(2001-02),286.0,155,5755,1101.0,2126.0,18,63,322.0,508,446,938,1384,257,135,177,378,713,2542.0,,---,---,20.122377622377623,3.8496503496503496,7.433566433566433,0.06293706293706294,0.2202797202797203,1.1258741258741258,1.7762237762237763,1.5594405594405594,3.2797202797202796,4.839160839160839,0.8986013986013986,0.47202797202797203,0.6188811188811189,1.3216783216783217,2.493006993006993,8.888111888111888
69,NBA,Nickeil,Alexander-Walker,G,Regular Season,(2019-20),(2022-23),217.0,38,3948,674.0,1699.0,288,849,194.0,272,74,442,516,455,142,74,271,336,1830.0,,---,---,18.193548387096776,3.1059907834101383,7.829493087557604,1.327188940092166,3.912442396313364,0.8940092165898618,1.2534562211981566,0.34101382488479265,2.0368663594470044,2.377880184331797,2.096774193548387,0.6543778801843319,0.34101382488479265,1.2488479262672811,1.5483870967741935,8.433179723502304
70,NBA,Steve,Alford,G,Regular Season,(1987-88),(1990-91),169.0,3,1641,291.0,634.0,35,108,127.0,146,25,119,144,176,85,10,89,113,744.0,,---,---,9.710059171597633,1.7218934911242603,3.7514792899408285,0.20710059171597633,0.6390532544378699,0.7514792899408284,0.863905325443787,0.14792899408284024,0.7041420118343196,0.8520710059171598,1.0414201183431953,0.5029585798816568,0.05917159763313609,0.5266272189349113,0.6686390532544378,4.402366863905326
71,ABL,Lou,Alix,C,Regular Season,(1962-63),(1962-63),1.0,,3,0.0,0.0,0,0,0.0,0,---,---,0,0,---,---,---,0,0.0,,---,---,3,0.0,0.0,0,0,0.0,0,---,---,0,0,---,---,---,0,0.0
72,NBA,Rawle,Alkins,G,Regular Season,(2018-19),(2018-19),10.0,1,120,13.0,39.0,3,12,8.0,12,11,15,26,13,1,0,8,7,37.0,,---,---,12,1.3,3.9,0.3,1.2,0.8,1.2,1.1,1.5,2.6,1.3,0.1,0,0.8,0.7,3.7
73,ABL,Jack,Allain,C,Regular Season,(1961-62),(1961-62),17.0,,101,10.0,23.0,0,0,5.0,11,---,---,38,5,---,---,---,39,25.0,,---,---,5.9411764705882355,0.5882352941176471,1.3529411764705883,0,0,0.29411764705882354,0.6470588235294118,---,---,2.235294117647059,0.29411764705882354,---,---,---,2.2941176470588234,1.4705882352941178
74,ABA,Bill,Allen,C-F,Regular Season,(1967-68),(1967-68),38.0,---,857,120.0,280.0,2,2,58.0,99,,,269,23,---,---,38,121,300.0,,---,---,22.55263157894737,3.1578947368421053,7.368421052631579,0.05263157894736842,0.05263157894736842,1.5263157894736843,2.6052631578947367,0,0,7.078947368421052,0.6052631578947368,---,---,1,3.1842105263157894,7.894736842105263
75,NBA,Bob,Allen,F,Regular Season,(1968-69),(1968-69),27.0,---,232,14.0,43.0,---,---,20.0,36,---,---,56,10,---,---,---,27,48.0,,---,---,8.592592592592593,0.5185185185185185,1.5925925925925926,---,---,0.7407407407407407,1.3333333333333333,---,---,2.074074074074074,0.37037037037037035,---,---,---,1,1.7777777777777777
76,NBA,Grayson,Allen,G,Regular Season,(2018-19),(2022-23),264.0,171,6170,857.0,1969.0,501,1269,341.0,396,123,604,727,448,170,48,229,384,2556.0,,---,---,23.37121212121212,3.246212121212121,7.458333333333333,1.8977272727272727,4.806818181818182,1.2916666666666667,1.5,0.4659090909090909,2.287878787878788,2.753787878787879,1.696969696969697,0.6439393939393939,0.18181818181818182,0.8674242424242424,1.4545454545454546,9.681818181818182
77,NBA,Jarrett,Allen,C,Regular Season,(2017-18),(2022-23),409.0,344,11282,1941.0,3083.0,19,105,1013.0,1439,1160,2470,3630,580,241,549,549,839,4914.0,,---,---,27.584352078239608,4.745721271393643,7.537897310513447,0.04645476772616137,0.2567237163814181,2.4767726161369192,3.5183374083129584,2.836185819070905,6.039119804400978,8.875305623471883,1.4180929095354524,0.589242053789731,1.3422982885085575,1.3422982885085575,2.0513447432762835,12.014669926650367
78,NBA,Jerome,Allen,G,Regular Season,(1995-96),(1996-97),117.0,1,1305,114.0,326.0,40,126,68.0,108,30,93,123,201,52,9,103,126,336.0,,---,---,11.153846153846153,0.9743589743589743,2.786324786324786,0.3418803418803419,1.0769230769230769,0.5811965811965812,0.9230769230769231,0.2564102564102564,0.7948717948717948,1.0512820512820513,1.7179487179487178,0.4444444444444444,0.07692307692307693,0.8803418803418803,1.0769230769230769,2.871794871794872
79,NBA,Kadeem,Allen,G,Regular Season,(2017-18),(2019-20),47.0,2,640,90.0,207.0,22,63,56.0,74,14,57,71,109,24,8,43,68,258.0,,---,---,13.617021276595745,1.9148936170212767,4.404255319148936,0.46808510638297873,1.3404255319148937,1.1914893617021276,1.574468085106383,0.2978723404255319,1.2127659574468086,1.5106382978723405,2.3191489361702127,0.5106382978723404,0.1702127659574468,0.9148936170212766,1.446808510638298,5.48936170212766
80,NBA,Lavoy,Allen,F,Regular Season,(2011-12),(2016-17),388.0,87,6905,828.0,1758.0,2,15,189.0,277,715,1129,1844,384,120,214,257,706,1847.0,,---,---,17.79639175257732,2.134020618556701,4.530927835051546,0.005154639175257732,0.03865979381443299,0.48711340206185566,0.7139175257731959,1.842783505154639,2.9097938144329896,4.752577319587629,0.9896907216494846,0.30927835051546393,0.5515463917525774,0.6623711340206185,1.8195876288659794,4.760309278350515
81,NBA,Lucius,Allen,G,Regular Season,(1969-70),(1978-79),702.0,,20159,3884.0,8385.0,---,---,1639.0,2157,381,928,2205,3174,604,124,247,1799,9407.0,,---,---,28.716524216524217,5.532763532763533,11.944444444444445,---,---,2.3347578347578346,3.072649572649573,0.5427350427350427,1.3219373219373218,3.141025641025641,4.521367521367521,0.8603988603988604,0.17663817663817663,0.35185185185185186,2.5626780626780628,13.4002849002849
82,NBA,Malik,Allen,F,Regular Season,(2001-02),(2010-11),478.0,125,7262,1039.0,2365.0,3,16,253.0,325,466,887,1353,228,130,220,320,897,2334.0,,---,---,15.192468619246862,2.1736401673640167,4.947698744769874,0.006276150627615063,0.03347280334728033,0.5292887029288703,0.6799163179916318,0.9748953974895398,1.8556485355648535,2.8305439330543933,0.4769874476987448,0.2719665271966527,0.4602510460251046,0.6694560669456067,1.8765690376569037,4.882845188284519
83,NBA,Randy,Allen,F,Regular Season,(1988-89),(1989-90),70.0,6,789,114.0,258.0,0,8,24.0,45,52,93,145,23,17,20,30,109,252.0,,---,---,11.271428571428572,1.6285714285714286,3.6857142857142855,0,0.11428571428571428,0.34285714285714286,0.6428571428571429,0.7428571428571429,1.3285714285714285,2.0714285714285716,0.32857142857142857,0.24285714285714285,0.2857142857142857,0.42857142857142855,1.5571428571428572,3.6
84,NBA,Ray,Allen,G,Regular Season,(1996-97),(2013-14),1300.0,1149,46344,8567.0,18955.0,2973,7429,4398.0,4920,1230,4042,5272,4361,1451,244,2709,2858,24505.0,,---,---,35.64923076923077,6.59,14.580769230769231,2.286923076923077,5.714615384615384,3.383076923076923,3.7846153846153845,0.9461538461538461,3.109230769230769,4.055384615384615,3.3546153846153848,1.116153846153846,0.18769230769230769,2.083846153846154,2.1984615384615385,18.85
85,NBA,Tony,Allen,G,Regular Season,(2004-05),(2017-18),820.0,441,18055,2588.0,5447.0,125,444,1353.0,1909,1021,1863,2884,1077,1158,337,1118,1947,6654.0,,---,---,22.01829268292683,3.15609756097561,6.642682926829268,0.1524390243902439,0.5414634146341464,1.65,2.328048780487805,1.2451219512195122,2.271951219512195,3.5170731707317073,1.3134146341463415,1.4121951219512194,0.41097560975609754,1.3634146341463416,2.374390243902439,8.114634146341464
86,ABA,Willie,Allen,F,Regular Season,(1971-72),(1971-72),7.0,---,30,4.0,13.0,0,0,5.0,6,4,10,14,4,---,---,6,11,13.0,,---,---,4.285714285714286,0.5714285714285714,1.8571428571428572,0,0,0.7142857142857143,0.8571428571428571,0.5714285714285714,1.4285714285714286,2,0.5714285714285714,---,---,0.8571428571428571,1.5714285714285714,1.8571428571428572
87,NBA,Odis,Allison,F,Regular Season,(1971-72),(1971-72),36.0,,166,17.0,78.0,---,---,33.0,61,---,---,45,10,---,---,---,34,67.0,,---,---,4.611111111111111,0.4722222222222222,2.1666666666666665,---,---,0.9166666666666666,1.6944444444444444,---,---,1.25,0.2777777777777778,---,---,---,0.9444444444444444,1.8611111111111112
88,NBA,Lance,Allred,C,Regular Season,(2007-08),(2007-08),3.0,0,10,1.0,4.0,0,0,1.0,2,0,1,1,0,0,0,0,1,3.0,,---,---,3.3333333333333335,0.3333333333333333,1.3333333333333333,0,0,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0.3333333333333333,1.0
89,NBA,Darrell,Allums,F,Regular Season,(1980-81),(1980-81),22.0,,276,23.0,67.0,0,1,13.0,22,19,46,65,25,5,8,23,51,59.0,,---,---,12.545454545454545,1.0454545454545454,3.0454545454545454,0,0.045454545454545456,0.5909090909090909,1,0.8636363636363636,2.090909090909091,2.9545454545454546,1.1363636363636365,0.22727272727272727,0.36363636363636365,1.0454545454545454,2.3181818181818183,2.6818181818181817
90,NBA,Morris,Almond,G,Regular Season,(2007-08),(2011-12),38.0,1,361,43.0,113.0,7,24,26.0,35,10,36,46,12,12,4,19,42,119.0,,---,---,9.5,1.131578947368421,2.973684210526316,0.18421052631578946,0.631578947368421,0.6842105263157895,0.9210526315789473,0.2631578947368421,0.9473684210526315,1.2105263157894737,0.3157894736842105,0.3157894736842105,0.10526315789473684,0.5,1.105263157894737,3.1315789473684212
91,NBA,Derrick,Alston,F,Regular Season,(1994-95),(1996-97),139.0,42,2657,318.0,650.0,1,7,114.0,234,228,297,525,94,95,87,112,298,751.0,,---,---,19.115107913669064,2.287769784172662,4.676258992805756,0.007194244604316547,0.050359712230215826,0.8201438848920863,1.683453237410072,1.6402877697841727,2.1366906474820144,3.776978417266187,0.6762589928057554,0.6834532374100719,0.6258992805755396,0.8057553956834532,2.143884892086331,5.402877697841727
92,NBA,Rafer,Alston,G,Regular Season,(1999-00),(2009-10),671.0,452,19392,2450.0,6391.0,996,2815,903.0,1238,247,1644,1891,3202,813,105,1195,1408,6799.0,,---,---,28.90014903129657,3.651266766020864,9.524590163934427,1.4843517138599105,4.195230998509687,1.34575260804769,1.8450074515648287,0.368107302533532,2.450074515648286,2.8181818181818183,4.771982116244411,1.2116244411326378,0.15648286140089418,1.7809239940387482,2.098360655737705,10.13263785394933
93,NBL,Leonard,Alterman,G,Regular Season,(1948-49),(1948-49),50.0,---,---,67.0,,---,---,62.0,,---,---,---,---,---,---,---,,196.0,,---,---,---,1.34,0.0,---,---,1.24,,---,---,---,---,---,---,---,0,3.92
94,NBA,Peter,Aluma,C,Regular Season,(1998-99),(1998-99),2.0,0,5,1.0,2.0,0,0,0.0,0,1,1,2,0,1,1,2,4,2.0,,---,---,2.5,0.5,1.0,0,0,0.0,0,0.5,0.5,1,0,0.5,0.5,1,2,1.0
95,NBA,Jose,Alvarado,G,Regular Season,(2021-22),(2022-23),115.0,11,2144,332.0,783.0,115,357,101.0,133,53,188,241,338,138,17,121,198,880.0,,---,---,18.643478260869564,2.8869565217391306,6.808695652173913,1,3.1043478260869564,0.8782608695652174,1.1565217391304348,0.4608695652173913,1.6347826086956523,2.0956521739130434,2.9391304347826086,1.2,0.14782608695652175,1.0521739130434782,1.7217391304347827,7.6521739130434785
96,NBL,Armando,Alvarez,G,Regular Season,(1941-42),(1941-42),4.0,---,---,8.0,,---,---,5.0,,---,---,---,---,---,---,---,,21.0,,---,---,---,2.0,0.0,---,---,1.25,,---,---,---,---,---,---,---,0,5.25
97,NBL,Robert,Alwin,G,Regular Season,(1942-43),(1942-43),4.0,---,---,7.0,,---,---,7.0,,---,---,---,---,---,---,---,,21.0,,---,---,---,1.75,0.0,---,---,1.75,,---,---,---,---,---,---,---,0,5.25
98,NBA,John,Amaechi,C-F,Regular Season,(1995-96),(2002-03),294.0,93,4811,663.0,1646.0,1,13,510.0,760,230,542,772,228,90,94,386,499,1837.0,,---,---,16.36394557823129,2.2551020408163267,5.598639455782313,0.003401360544217687,0.04421768707482993,1.7346938775510203,2.5850340136054424,0.782312925170068,1.8435374149659864,2.6258503401360542,0.7755102040816326,0.30612244897959184,0.3197278911564626,1.3129251700680271,1.6972789115646258,6.2482993197278915
99,NBA,Ashraf,Amaya,F,Regular Season,(1995-96),(1996-97),85.0,34,1248,133.0,292.0,1,2,112.0,177,133,222,355,36,29,13,67,180,379.0,,---,---,14.68235294117647,1.5647058823529412,3.4352941176470586,0.011764705882352941,0.023529411764705882,1.3176470588235294,2.0823529411764707,1.5647058823529412,2.611764705882353,4.176470588235294,0.4235294117647059,0.3411764705882353,0.15294117647058825,0.788235294117647,2.1176470588235294,4.458823529411765
100,NBA,Al-Farouq,Aminu,F,Regular Season,(2010-11),(2020-21),711.0,445,17698,1948.0,4642.0,543,1635,911.0,1221,982,3298,4280,879,679,397,863,1302,5350.0,,---,---,24.89170182841069,2.739803094233474,6.528832630098453,0.7637130801687764,2.29957805907173,1.2812939521800282,1.7172995780590716,1.3811533052039382,4.638537271448664,6.019690576652602,1.2362869198312236,0.9549929676511955,0.5583684950773559,1.2137834036568214,1.8312236286919832,7.524613220815753
101,NBL,Ralph,Amsden,C,Regular Season,(1940-41),(1940-41),11.0,---,---,6.0,,---,---,12.0,,---,---,---,---,---,---,---,,24.0,,---,---,---,0.5454545454545454,0.0,---,---,1.0909090909090908,,---,---,---,---,---,---,---,0,2.1818181818181817
102,NBA,Louis,Amundson,F,Regular Season,(2006-07),(2015-16),428.0,42,5507,648.0,1368.0,0,3,268.0,603,644,897,1541,190,152,306,299,835,1564.0,,---,---,12.866822429906541,1.514018691588785,3.196261682242991,0,0.007009345794392523,0.6261682242990654,1.408878504672897,1.5046728971962617,2.0957943925233646,3.600467289719626,0.4439252336448598,0.35514018691588783,0.7149532710280374,0.6985981308411215,1.9509345794392523,3.6542056074766354
103,NBA,Bob,Anderegg,F-G,Regular Season,(1959-60),(1959-60),33.0,---,373,55.0,143.0,---,---,23.0,42,---,---,69,29,---,---,---,32,133.0,,---,---,11.303030303030303,1.6666666666666667,4.333333333333333,---,---,0.696969696969697,1.2727272727272727,---,---,2.090909090909091,0.8787878787878788,---,---,---,0.9696969696969697,4.03030303030303
104,ABL,Bob,Anderegg,F-G,Regular Season,(1961-62),(1961-62),6.0,,96,10.0,43.0,0,2,16.0,24,---,---,16,5,---,---,---,7,36.0,,---,---,16,1.6666666666666667,7.166666666666667,0,0.3333333333333333,2.6666666666666665,4,---,---,2.6666666666666665,0.8333333333333334,---,---,---,1.1666666666666667,6.0
105,NBA,Chris,Andersen,F,Regular Season,(2001-02),(2016-17),695.0,45,12273,1336.0,2512.0,15,68,1068.0,1632,1176,2317,3493,337,312,991,513,1342,3755.0,,---,---,17.658992805755396,1.9223021582733812,3.614388489208633,0.02158273381294964,0.09784172661870504,1.5366906474820143,2.3482014388489207,1.6920863309352518,3.3338129496402877,5.02589928057554,0.4848920863309353,0.4489208633093525,1.4258992805755395,0.7381294964028777,1.9309352517985612,5.402877697841727
106,NBA,David,Andersen,C,Regular Season,(2009-10),(2010-11),103.0,0,1264,203.0,461.0,35,101,60.0,89,74,218,292,57,20,21,59,159,501.0,,---,---,12.271844660194175,1.970873786407767,4.475728155339806,0.33980582524271846,0.9805825242718447,0.5825242718446602,0.8640776699029126,0.7184466019417476,2.116504854368932,2.8349514563106797,0.5533980582524272,0.1941747572815534,0.20388349514563106,0.5728155339805825,1.5436893203883495,4.864077669902913
107,NBA,Alan,Anderson,G-F,Regular Season,(2005-06),(2016-17),330.0,66,6793,843.0,2084.0,331,963,404.0,495,151,563,714,371,182,31,290,602,2421.0,,---,---,20.584848484848486,2.5545454545454547,6.315151515151515,1.003030303030303,2.918181818181818,1.2242424242424241,1.5,0.4575757575757576,1.706060606060606,2.1636363636363636,1.1242424242424243,0.5515151515151515,0.09393939393939393,0.8787878787878788,1.8242424242424242,7.336363636363636
108,ABA,Andrew,Anderson,G,Regular Season,(1967-68),(1969-70),194.0,---,4786,803.0,1958.0,10,63,465.0,616,191,169,527,327,---,---,316,462,2081.0,,---,---,24.670103092783506,4.139175257731959,10.092783505154639,0.05154639175257732,0.3247422680412371,2.3969072164948453,3.1752577319587627,0.9845360824742269,0.8711340206185567,2.716494845360825,1.6855670103092784,---,---,1.6288659793814433,2.381443298969072,10.72680412371134
109,NBA,Antonio,Anderson,G,Regular Season,(2009-10),(2009-10),1.0,0,15,1.0,3.0,0,0,0.0,0,1,0,1,0,0,0,1,1,2.0,,---,---,15,1.0,3.0,0,0,0.0,0,1,0,1,0,0,0,1,1,2.0
110,NBL,Art,Anderson,C,Regular Season,(1940-41),(1940-41),12.0,---,---,2.0,,---,---,4.0,,---,---,---,---,---,---,---,,8.0,,---,---,---,0.16666666666666666,0.0,---,---,0.3333333333333333,,---,---,---,---,---,---,---,0,0.6666666666666666
111,NBL,Carl,Anderson,G,Regular Season,(1938-39),(1940-41),5.0,---,---,0.0,,---,---,0.0,,---,---,---,---,---,---,---,,0.0,,---,---,---,0.0,0.0,---,---,0.0,,---,---,---,---,---,---,---,0,0.0
112,NBA,Cliff,Anderson,G-F,Regular Season,(1967-68),(1970-71),81.0,,581,71.0,202.0,---,---,105.0,177,---,---,103,68,---,---,---,105,247.0,,---,---,7.172839506172839,0.8765432098765432,2.493827160493827,---,---,1.2962962962962963,2.185185185185185,---,---,1.271604938271605,0.8395061728395061,---,---,---,1.2962962962962963,3.049382716049383
113,ABA,Cliff,Anderson,G-F,Regular Season,(1969-70),(1969-70),3.0,---,22,2.0,4.0,0,0,2.0,6,1,3,4,4,---,---,3,3,6.0,,---,---,7.333333333333333,0.6666666666666666,1.3333333333333333,0,0,0.6666666666666666,2,0.3333333333333333,1,1.3333333333333333,1.3333333333333333,---,---,1,1,2.0
114,NBA,Dan E.,Anderson,G,Regular Season,(1974-75),(1975-76),95.0,,1067,135.0,286.0,---,---,77.0,91,23,68,91,166,36,3,---,102,347.0,,---,---,11.23157894736842,1.4210526315789473,3.0105263157894737,---,---,0.8105263157894737,0.9578947368421052,0.24210526315789474,0.7157894736842105,0.9578947368421052,1.7473684210526317,0.37894736842105264,0.031578947368421054,---,1.0736842105263158,3.6526315789473682
115,ABA,Dan W.,Anderson,C,Regular Season,(1967-68),(1968-69),140.0,---,4025,683.0,1421.0,0,0,341.0,469,488,828,1316,158,---,---,212,503,1707.0,,---,---,28.75,4.878571428571429,10.15,0,0,2.4357142857142855,3.35,3.4857142857142858,5.914285714285715,9.4,1.1285714285714286,---,---,1.5142857142857142,3.592857142857143,12.192857142857143
116,NBA,Derek,Anderson,G,Regular Season,(1997-98),(2007-08),615.0,390,17975,2419.0,5922.0,645,1891,1874.0,2198,440,1548,1988,2083,691,87,1052,1230,7357.0,,---,---,29.227642276422763,3.933333333333333,9.629268292682926,1.048780487804878,3.0747967479674796,3.0471544715447156,3.5739837398373986,0.7154471544715447,2.5170731707317073,3.232520325203252,3.3869918699186994,1.1235772357723577,0.14146341463414633,1.7105691056910568,2,11.96260162601626
117,NBA,Dwight,Anderson,G,Regular Season,(1982-83),(1982-83),5.0,0,33,7.0,14.0,0,0,7.0,10,0,2,2,3,1,0,5,7,21.0,,---,---,6.6,1.4,2.8,0,0,1.4,2,0,0.4,0.4,0.6,0.2,0,1,1.4,4.2
118,NBA,Eric,Anderson,F,Regular Season,(1992-93),(1993-94),27.0,0,83,12.0,35.0,2,2,16.0,27,12,19,31,5,3,2,7,23,42.0,,---,---,3.074074074074074,0.4444444444444444,1.2962962962962963,0.07407407407407407,0.07407407407407407,0.5925925925925926,1,0.4444444444444444,0.7037037037037037,1.1481481481481481,0.18518518518518517,0.1111111111111111,0.07407407407407407,0.25925925925925924,0.8518518518518519,1.5555555555555556
119,NBL,Gene,Anderson,G-F,Regular Season,(1939-40),(1941-42),71.0,---,---,135.0,,---,---,60.0,,---,---,---,---,---,---,---,,330.0,,---,---,---,1.9014084507042253,0.0,---,---,0.8450704225352113,,---,---,---,---,---,---,---,0,4.647887323943662
120,NBA,Greg,Anderson,F-C,Regular Season,(1987-88),(1997-98),680.0,315,14040,2011.0,4090.0,2,23,929.0,1668,1432,2814,4246,385,480,590,926,1741,4953.0,,---,---,20.647058823529413,2.9573529411764707,6.014705882352941,0.0029411764705882353,0.033823529411764704,1.3661764705882353,2.4529411764705884,2.1058823529411765,4.1382352941176475,6.2441176470588236,0.5661764705882353,0.7058823529411765,0.8676470588235294,1.361764705882353,2.5602941176470586,7.283823529411765
121,NBA,J.J.,Anderson,F,Regular Season,(1982-83),(1984-85),157.0,2,1970,306.0,658.0,0,9,139.0,249,186,253,439,110,107,39,131,251,751.0,,---,---,12.547770700636942,1.9490445859872612,4.191082802547771,0,0.05732484076433121,0.8853503184713376,1.585987261146497,1.1847133757961783,1.6114649681528663,2.7961783439490446,0.7006369426751592,0.6815286624203821,0.2484076433121019,0.8343949044585988,1.5987261146496816,4.7834394904458595
122,NBA,James,Anderson,G,Regular Season,(2010-11),(2015-16),247.0,83,4320,525.0,1276.0,196,611,176.0,233,108,452,560,291,121,55,216,292,1422.0,,---,---,17.489878542510123,2.125506072874494,5.165991902834008,0.7935222672064778,2.473684210526316,0.7125506072874493,0.9433198380566802,0.43724696356275305,1.8299595141700404,2.2672064777327936,1.1781376518218623,0.4898785425101215,0.22267206477732793,0.8744939271255061,1.1821862348178138,5.757085020242915
123,NBA,Jerome,Anderson,G,Regular Season,(1975-76),(1976-77),49.0,,290,51.0,104.0,---,---,25.0,36,13,12,25,16,9,5,---,51,127.0,,---,---,5.918367346938775,1.0408163265306123,2.122448979591837,---,---,0.5102040816326531,0.7346938775510204,0.2653061224489796,0.24489795918367346,0.5102040816326531,0.32653061224489793,0.1836734693877551,0.10204081632653061,---,1.0408163265306123,2.5918367346938775
